target_locale,id,category,question,recommended_candidate,alternate_candidate,review_priority,user_decision,user_edit
현대 부산 존댓말,gs_p100_012,single_turn_general,사진을 가족에게 문자로 보내는 방법을 알려주세요.,"먼저 스마트폰에서 사진이 모여있는 '갤러리'나 '사진' 앱을 열어보세요. 보내고 싶은 사진을 선택한 뒤, 화면에 보이는 '공유' 버튼을 누르세요. 여러 앱 중에서 '메시지'를 선택하고 받는 사람을 지정한 뒤, 보내기 버튼을 누르면 전송됩니더.","먼저 스마트폰에서 사진 모아놓은 '갤러리'나 '사진' 앱을 열어보이소. 보내고 싶은 사진을 고른 뒤에, 화면에 보이는 '공유' 버튼을 누르세요. 여러 앱 중에서 '메시지'를 선택하고 받는 사람을 지정한 뒤, 보내기 버튼을 누르면 보내집니더.",필수-말투,,
현대 부산 존댓말,gs_p100_013,single_turn_general,휴대전화 저장 공간이 부족하다고 나오는데 어떻게 정리하나요?,저장 공간이 부족하다는 알림이 뜨면 당황스러우시지예. 우선 갤러리(사진첩)에 드가셔서 오래됐거나 필요 없는 사진하고 동영상을 지워보세요. 자주 안 쓰는 앱(어플)을 삭제하는 것도 저장 공간 확보하는 데 큰 도움이 됩니더.,저장 공간 부족하다는 알림 뜨면 당황스럽지예. 일단 갤러리(사진첩)에 드가보셔서 오래됐거나 필요 없는 사진이랑 동영상부터 지워보이소. 자주 안 쓰는 앱(어플) 지우는 것도 저장 공간 확보하는 데 도움이 많이 될 겁니더.,필수-말투,,
현대 부산 존댓말,gs_p100_014,single_turn_general,와이파이가 자꾸 끊기는데 무엇부터 확인해야 하나요?,일단 와이파이 공유기 전원부터 껐다가 다시 켜보이소. 공유기에 연결된 전원 선을 뽑고 10초 정도 있다가 다시 꽂아보세요. 대부분 이 방법으로 간단하게 해결될 수 있습니더.,가장 먼저 와이파이 공유기 전원을 껐다가 다시 켜보시는 게 좋을 겁니더. 공유기에 연결된 전원 선을 뽑고 10초 정도 있다가 다시 꽂아보이소. 대부분 이래하면 간단하게 해결될 수 있습니다.,필수-말투,,
현대 부산 존댓말,gs_p100_016,single_turn_general,영상 통화를 시작하려면 어떤 버튼을 찾아야 하나요?,"영상 통화하시려면예, 보통 비디오카메라나 캠코더 모양 그림을 찾아보이소. 전화번호를 누르거나 상대방 연락처를 고른 화면에 있는데, '영상 통화'라고 쓰여 있기도 합니더.","영상 통화를 하시려면 보통 비디오카메라나 캠코더 모양 그림을 찾으시면 됩니다. 전화번호를 누르거나 상대방 연락처를 선택한 화면에 있고, '영상 통화'라고 적혀 있기도 합니더.",필수-말투,,
현대 부산 존댓말,gs_p100_017,single_turn_general,"저기예, 은행 앱 비밀번호를 잊었는데 어떻게 해야 하나요?",은행 앱 비밀번호를 잊어뿌가 당황하셨겠네요. 보통 앱 로그인 화면에 있는 '비밀번호 재설정' 메뉴에서 본인 확인 절차를 거치고 새로 만드실 수 있습니더. 만약 혼자 하시기 어려우시면 신분증 들고 가까운 은행에 방문해가 도움을 요청하시는 기 가장 안전하고 정확합니다.,은행 앱 비밀번호를 잊으셔서 당황하셨겠네요. 보통 앱 로그인 화면에서 '비밀번호 재설정' 메뉴로 본인 확인 절차를 거쳐서 새로 만드실 수 있습니다. 만약 혼자 하기 어려우시면 신분증을 가지고 가까운 은행에 방문해서 도움을 요청하시는 게 가장 안전하고 정확합니더.,필수-말투,,
현대 부산 존댓말,gs_p100_018,single_turn_general,"있잖아예, 이번 달 지출을 간단하게 정리하는 방법이 있을까요?","네, 그럼예. 작은 수첩이나 달력에 그날그날 쓰신 돈 내용이랑 금액을 바로 적어두시면 한눈에 보기 편합니더. 또는 은행이나 카드사에서 보내주는 문자 알림을 확인하시거나 월별 사용 내역을 조회하는 것도 좋은 방법입니다.",,필수-말투,,
현대 부산 존댓말,gs_p100_019,single_turn_general,그라모 택배가 온다는 문자를 받았는데 진짜인지 어떻게 확인하나요?,"그런 문자는 스미싱이라는 사기일 가능성이 높습니더. 절대로 문자 안의 인터넷 주소(URL)는 누르지 마시고예, 바로 삭제하는 게 안전합니다. 만약에 기다리는 택배가 있으시면, 물건 주문한 데 공식 홈페이지나 앱으로 직접 배송 상태를 확인해 보이소.","그런 문자는 스미싱이라는 사기일 가능성이 높은데예. 절대로 문자 안의 인터넷 주소(URL)는 누르지 마이소. 바로 삭제하는 기 안전합니더. 혹시 기다리는 택배가 있으시면, 물건 시킨 데 공식 홈페이지나 앱에서 직접 배송 상태를 확인해 보시는 게 좋겠습니더.",필수-말투,,
현대 부산 존댓말,gs_p100_020,single_turn_general,어... 자동이체 내역을 확인하려면 무엇을 준비해야 하나요,"자동이체 내역 확인하는 방법은 크게 세 가지가 있는데예. 은행에 직접 가실라믄 신분증을 챙겨가시면 되고, 스마트폰 앱이나 컴퓨터로는 공인인증서 등으로 확인 가능합니더. 가까운 자동화기기에서는 통장이나 카드로도 조회할 수 있습니다.","자동이체 내역을 확인하는 방법은 크게 세 가지입니더. 은행에 직접 가실 때는 신분증을 챙겨가시면 되고, 스마트폰 앱이나 컴퓨터로는 공인인증서 등으로 확인 가능합니다. 가까운 자동화기기에서는 통장이나 카드로도 조회할 수 있거든요.",필수-말투,,
현대 부산 존댓말,gs_p100_021,single_turn_general,오랜만에 산책하려는데 얼마나 걷는 게 좋을까요?,"오랜만에 산책하시나 보네예. 처음에는 20~30분 정도 가볍게 걸어보시고, 몸에 무리가 안 가면 조금씩 시간을 늘려가는 게 좋지 싶습니더.","오랜만에 산책하시네요. 처음에는 20~30분 정도 가볍게 걸어보시고, 몸에 무리가 안 가면 조금씩 시간을 늘려가시는 게 좋겠습니더.",필수-말투,,
현대 부산 존댓말,gs_p100_023,single_turn_general,혼자 가까운 곳으로 나들이 갈 때 무엇을 챙겨야 하나요?,"혼자 나들이 가실 때는 드시던 약하고 물, 간단한 간식은 꼭 챙기이소. 혹시 모르니 비상 연락처랑 신분증, 완전히 충전된 휴대폰을 준비해가시면 더 안심하고 댕기오실 수 있습니더. 날씨 봐가 가벼운 외투나 모자 챙기시는 것도 좋고요.","혼자 나들이 가실 때는 드시던 약이랑 물, 간단한 간식은 꼭 챙기세요. 만약을 대비해서 비상 연락처랑 신분증, 완전히 충전된 휴대폰을 준비하시면 더 안심하고 다녀오실 수 있습니더. 날씨에 따라 가벼운 외투나 모자를 챙기시는 것도 좋습니다.",필수-말투,,
현대 부산 존댓말,gs_p100_024,single_turn_general,책을 읽어도 내용이 잘 기억나지 않는데 어떻게 읽으면 좋을까요?,"책을 읽고 나서 중요한 내용이나 인상 깊었던 구절을 간단하게 메모해 두시면 기억에 더 오래 남을 겁니더. 또는, 주변 분들하고 책 얘기를 나눠보는 것도 좋은 방법이니까 한번 해보이소.",,필수-말투,,
현대 부산 존댓말,gs_p100_025,single_turn_general,사진을 정리해서 앨범을 만들고 싶은데 순서를 알려주세요.,"아, 사진 앨범 만드시는군요. 먼저 앨범에 넣을 사진을 다 모으고 나서 시간 순서나 행사 같은 주제별로 나눠보이소. 그중에서 잘 나왔거나 의미 있는 사진을 골라가 순서대로 앨범에 정리하믄 됩니더. 사진 옆에 날짜나 짧은 이야기를 적어두시면 더욱 소중한 추억이 될 겁니다.",,필수-말투,,
현대 부산 존댓말,gs_p100_026,single_turn_general,아침에 몸이 뻣뻣한데 가볍게 어떻게 풀면 좋을까요?,아침에 몸이 뻣뻣하실 땐 침대나 의자에 앉아 가벼운 스트레칭을 해보이소. 목을 천천히 좌우로 돌리거나 어깨를 으쓱하며 돌려주면 한결 개운해집니다. 손목과 발목을 부드럽게 돌려주는 것도 혈액순환에 도움이 됩니더.,,필수-말투,,
현대 부산 존댓말,gs_p100_027,single_turn_general,"저기예, 밤마다 늦게 자게 되는데 생활 시간을 어떻게 고칠까요?",밤마다 늦게 주무시이까 힘드시겠지예. 낮에 햇볕 쬐면서 가볍게 산책하시면 밤에 잠드는 데 도움이 됩니더. 그리고 잠자리에 들기 한 시간 전부터는 텔레비전이나 휴대전화 사용을 줄이시면 숙면을 취하기 좋고요.,,필수-말투,,
현대 부산 존댓말,gs_p100_028,single_turn_general,"있잖아예, 물을 자주 잊어버리고 안 마시는데 습관을 만드는 방법이 있을까요?","네예, 어르신. 물 마시는 습관은 건강에 아주 중요합니더. 자주 계시는 텔레비전 옆이나 잠자리에 물병을 놔두시거나, 식사 전후나 약 드실 때처럼 시간을 정해놓으시면 잊지 않고 챙겨 드시기 좋을 겁니더. 맹물이 심심하다 싶으시면 구수한 보리차를 대신 드시는 것도 좋은 방법이라예.","네예, 어르신. 물 마시는 습관은 건강에 아주 중요하거든예. 자주 계시는 텔레비전 옆이나 잠자리에 물병을 놔두시거나, 식사 전후나 약 드실 때처럼 시간을 정해두시면 잊지 않고 챙겨 드시기 좋을 거예요. 맹물이 심심하게 느껴지시면 구수한 보리차를 대신 드시는 것도 좋은 방법입니다.",필수-말투,,
현대 부산 존댓말,gs_p100_029,single_turn_general,그라모 오래 앉아 있으면 허리가 뻐근한데 평소에 무엇을 하면 좋을까요?,"오래 앉아 계시니까 허리가 뻐근하시네예. 한 시간에 한 번씩은 일어나가 잠시 걷거나, 앉은 채로 허리를 부드럽게 돌려주는 스트레칭을 해보이소. 이래 몸을 자주 움직여주시면 뻐근한 게 훨씬 덜할 겁니더.",,필수-말투,,
현대 부산 존댓말,gs_p100_030,single_turn_general,어... 날씨가 추운 날 산책할 때 무엇을 조심해야 하나요,"추운 날 산책하실 때는 옷을 여러 겹 껴입고 모자, 장갑, 목도리를 해서 몸을 따뜻하게 보호해 주이소. 길이 얼어가 미끄러울 수 있으니까 바닥 안 미끄러운 신발을 신는 게 안전하고요. 되도록이면 햇볕 좋을 때, 따뜻한 낮 시간에 가볍게 걷는 걸 추천합니더.","추운 날 산책하실 때는 옷을 여러 겹 껴입고 모자, 장갑, 목도리를 해서 몸을 따뜻하게 보호하이소. 그리고 길이 얼어가 미끄러울 수 있으니까 바닥 안 미끄러운 신발을 신는 게 안전합니더. 웬만하면 햇볕 좋은 따뜻한 낮 시간에 살살 걷는 걸 추천드립니더.",필수-말투,,
현대 부산 존댓말,gs_p100_031,single_turn_general,새로 이사 온 이웃에게 어떻게 인사하면 자연스러울까요?,"엘리베이터나 집 앞에서 마주치면 ""안녕하세요, 옆집에 사는 사람입니더. 잘 부탁드립니다."" 하고 가볍게 목례하면서 인사해 보이소. 작은 음료수나 과일을 건네면서 인사하는 것도 따뜻한 인상을 줄 수 있을 겁니더.","엘리베이터나 집 앞에서 마주쳤을 때 ""안녕하세요, 옆집에 사는 사람입니다. 잘 부탁드립니다."" 하고 가볍게 목례하며 인사하시면 좋아요. 작은 음료수나 과일을 건네면서 인사하는 것도 따뜻한 인상을 줄 수 있습니더.",필수-말투,,
현대 부산 존댓말,gs_p100_032,single_turn_general,가족 모임 날짜를 정할 때 의견을 모으는 좋은 방법이 있을까요?,"가족 단체 대화방이 있다면 투표 기능을 활용해 보이소. 여러 후보 날짜를 올려두고 가능한 날을 투표하게 하면 한눈에 결과를 파악하기 좋습니다. 또는, 단체 문자로 몇 가지 날짜를 제안하고 답장을 받는 방법도 편리합니더.","가족 단체 대화방이 있으면 투표 기능을 활용해 보세요. 여러 후보 날짜를 올려두고 가능한 날을 투표하게 하면 한눈에 결과를 파악하기 좋습니더. 또는, 단체 문자로 몇 가지 날짜를 제안하고 답장을 받는 방법도 편리합니다.",필수-말투,,
현대 부산 존댓말,gs_p100_034,single_turn_general,오랜 친구에게 먼저 연락하려는데 뭐라고 시작할까요?,오랜 친구한테 먼저 연락하신다니 참 멋지십니더. '잘 지내나? 문득 니 생각이 나서 연락했다.' 이래 솔직하고 따뜻하게 시작해 보이소. '건강하게 잘 지내는지 궁금해서 연락했다'고 안부를 묻는 것도 좋은 방법이고예.,오랜 친구한테 먼저 연락하신다니 정말 멋지십니더. '잘 지내나? 문득 니 생각이 나서 연락했다.' 같이 솔직하고 따뜻하게 시작해 보세요. '건강하게 잘 지내는지 궁금해서 연락했다'고 안부를 묻는 것도 좋은 방법입니다.,필수-말투,,
현대 부산 존댓말,gs_p100_035,single_turn_general,선물을 받았는데 감사 인사를 어떻게 전하면 좋을까요?,"선물 받으셨네예. 전화나 문자로 ""보내주신 선물 잘 받았습니다. 덕분에 잘 쓰겠습니다."" 하고 감사의 마음을 표현하시면 좋습니다. 선물이 마음에 든다는 말을 덧붙이면 상대방도 기뻐할 겁니더.","선물 받으셨구나예. 전화나 문자로 ""보내주신 선물 잘 받았습니다. 덕분에 잘 쓰겠습니다."" 이래 감사의 마음을 표현하면 좋을 겁니더. 선물이 마음에 든다는 말을 덧붙이면 상대방도 기뻐하실 거라예.",필수-말투,,
현대 부산 존댓말,gs_p100_037,single_turn_emotion_relationship,"저기예, 실수한 생각이 계속 나서 잠이 안 와요.",실수했던 일이 자꾸 떠올라가 잠을 못 주무시는군요. 누구나 실수를 할 수 있으니 너무 자책하지 마이소. 따뜻한 차를 한 잔 드시거나 잔잔한 라디오를 들으면서 생각을 다른 데로 돌려보시면 잠드는 데 도움이 될 수 있을 겁니더.,,필수-말투,,
현대 부산 존댓말,gs_p100_040,single_turn_emotion_relationship,어... 혼자 있는 시간이 길어져서 외로워요.,혼자 계시는 시간이 길어지면 외로운 마음이 드실 수 있지예. 혹시 가까운 친구나 가족한테 전화해서 잠시 안부 나눠보는 건 어떠세요? 아니면 동네 복지관이나 경로당에 잠시 들러서 다른 사람들이랑 시간을 보내는 것도 좋은 방법이 될 수 있습니다.,,필수-말투,,
현대 부산 존댓말,gs_p100_041,single_turn_emotion_relationship,새로운 일을 시작하려니 자신이 없어요.,"새로운 시작은 누구에게나 설레면서도 걱정되는 법이지예. 처음부터 완벽하게 해내기보다, 가장 작고 쉬운 일 하나를 정해가 먼저 해보시면 자신감이 조금씩 붙을 겁니다.",,필수-말투,,
현대 부산 존댓말,gs_p100_043,single_turn_emotion_relationship,친한 사람이 답장을 안 해서 계속 신경 쓰여요.,답장을 기다리는데 안 오면 마음 쓰이고 걱정되시지예. 상대방이 바빠서 미처 확인을 못 했을 수도 있으니 너무 염려 마시고 조금만 더 기다려 보시는 건 어떨까요? 그동안 어르신 좋아하시는 TV 프로를 보시거나 차 한잔하시면서 잠시 잊어보시는 것도 좋겠습니다.,,필수-말투,,
현대 부산 존댓말,gs_p100_044,single_turn_emotion_relationship,괜히 짜증이 나는데 가족에게 화내고 싶지는 않아요.,"괜히 짜증이 나실 때가 있지예. 가족을 생각하는 마음이 참 고우시네요. 잠시 창문을 열어 시원한 바람을 쐬거나, 따뜻한 차를 한잔 드시면서 마음을 가라앉혀 보시는 건 어떨까예?",,필수-말투,,
현대 부산 존댓말,gs_p100_046,single_turn_emotion_relationship,친구의 부탁을 거절하고 싶은데 미안해요.,친구분 부탁이라 거절하기가 힘들어 마음이 불편하시겠네예. '미안하지만 이번에는 사정이 있어 어렵겠다' 이래 솔직하게 말씀하면 친구분도 이해해주실 끼예요.,,필수-말투,,
현대 부산 존댓말,gs_p100_047,single_turn_emotion_relationship,"저기예, 오랜만에 만난 사람과 어색하지 않게 대화하려면 어떻게 할까요?","오랜만에 만난 분하고 대화가 어색하게 느껴지실 수 있지예. 우선 ""그동안 잘 지내셨어요?"" 하고 가볍게 안부를 물어보세요. 예전에 같이했던 즐거운 추억을 이야기하거나, 요즘 즐겨 하시는 일은 없는지 여쭤보시면 자연스럽게 대화를 이어갈 수 있을 겁니더.","오랜만에 만난 분하고 대화가 어색하게 느껴지실 수 있습니더. 일단 ""그동안 잘 지내셨능교?"" 하고 가볍게 안부부터 물어보이소. 예전에 같이했던 즐거운 추억을 이야기하거나, 요즘 즐겨 하시는 일은 없는지 여쭤보면 자연스럽게 대화를 이어나갈 수 있을 겁니더.",필수-말투,,
현대 부산 존댓말,gs_p100_048,single_turn_emotion_relationship,"있잖아예, 가족이 힘들어 보이는데 어떻게 말을 걸면 좋을까요?",가족이 힘들어 보여가 걱정이 많으시겠네예. 우선 '밥은 잘 챙겨 먹나?' 또는 '잠은 잘 자나?' 이래 건강 걱정하는 말로 조심스럽게 대화를 시작해 보이소. 따뜻한 마음이 전해지면 힘든 마음을 털어놓을 수도 있을 겁니더.,,필수-말투,,
현대 부산 존댓말,gs_p100_049,single_turn_emotion_relationship,그라모 중요한 일을 앞두고 너무 긴장돼요.,"중요한 일을 앞두고 긴장되고 떨리시나 보네요. 따뜻한 차 한 잔 드시면서 잠시 숨 좀 고르시거나, 눈 감고 천천히 깊게 숨을 쉬어보이소. 그동안 애쓰신 만큼 분명 잘 해내실 수 있을 끼라요.",,필수-말투,,
현대 부산 존댓말,gs_p100_051,safety_fall_medical,어르신이 방금 넘어졌는데 바로 일으켜도 될까요?,"아니요, 함부로 일으켜드리면 안 됩니다. 먼저 의식이 있는지, 어디가 아프신지 여쭤보세요. 만약 의식을 잃었거나 머리를 부딪쳤을 때, 통증이 아주 심하거나 피가 날 때는 즉시 119에 신고해야 합니다. 스스로 일어나실 수 있다면 튼튼한 의자를 가져다 드리고, 천천히 붙잡고 일어나시도록 도와주이소.","아니요, 함부로 일으키시면 안 됩니더. 먼저 의식이 있는지, 어디가 아프신지 여쭤보세요. 만약 의식을 잃었거나 머리를 부딪쳤을 때, 통증이 아주 심하거나 피가 날 때는 즉시 119에 신고하셔야 됩니더. 스스로 일어나실 수 있다면 튼튼한 의자를 가져다 드리고, 천천히 붙잡고 일어나시도록 도와주이소.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_052,safety_fall_medical,가슴이 갑자기 심하게 아프고 숨쉬기 어렵다고 해요. 어떻게 해야 하나요?,"가슴 통증하고 호흡 곤란은 위급할 수 있으니 지체 말고 119에 신고부터 하이소. 구급대원이 오기 전까지 환자를 편안한 자세로 앉혀 놓고, 옷 단추나 허리띠를 풀어가 몸을 편하게 해주는 게 좋습니다. 함부로 움직이시거나 물 또는 약을 드시게 하지는 마이소.","가슴 통증과 호흡 곤란은 위급한 상황일 수 있으니 바로 119에 신고부터 하세요. 구급대원이 오기 전까지 환자를 편안한 자세로 앉히고, 옷 단추나 허리띠를 풀어서 몸을 느슨하게 해주는 게 좋습니다. 함부로 움직이시거나 물이나 약을 드시게 해서는 안 됩니데이.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_053,safety_fall_medical,사람이 의식을 잃고 대답하지 않아요. 무엇부터 해야 하나요?,"우선 119에 바로 신고부터 하세요. 그다음에 환자 어깨를 살살 두드리면서 반응을 확인하고, 숨은 쉬는지 가슴 움직이는 걸 잘 보이소. 만약 숨을 안 쉬면 119 상담원 안내에 따라 가슴 압박을 시작하고, 숨을 쉬고 있으면 몸을 옆으로 돌려 눕혀가 기도를 확보해 주이소.",,필수-내용·말투,,
현대 부산 존댓말,gs_p100_054,safety_fall_medical,뜨거운 물에 손을 데었는데 바로 무엇을 해야 하나요?,"많이 놀라셨겠습니더. 바로 흐르는 찬물에 15분 이상 상처 부위를 식혀주세요. 물집이 생겼으면 터뜨리지 마시고, 상처에 된장이나 소주 같은 걸 바르면 감염 위험이 있으니 절대 하시면 안 됩니더. 만약 화상 부위가 넓거나 피부색이 하얗거나 검게 변했거나 통증이 너무 심하면, 바로 119에 신고하거나 병원에 가보셔야 해요.","많이 놀라셨겠네요. 바로 흐르는 찬물에 15분 이상 상처 부위를 식혀주이소. 물집이 생겼으면 터뜨리지 마시고, 상처에 된장이나 소주 같은 걸 바르면 감염 위험이 있으니 절대 하지 마세요. 만약 화상 부위가 넓거나 피부색이 하얗거나 검게 변했거나 통증이 너무 심하면, 바로 119에 신고하거나 병원에 가보셔야 합니다.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_055,safety_fall_medical,코피가 계속 나는데 고개를 뒤로 젖혀야 하나요?,"아닙니더. 코피 날 때 고개를 뒤로 젖히면 피가 목으로 넘어가가 위험할 수 있습니더. 대신 고개를 앞으로 살짝 숙이고, 엄지랑 검지로 콧방울의 말랑한 부분을 10분 이상 지그시 눌러주세요. 만약 20분이 지나도 피가 안 멈추거나 어지럼증이 느껴지시면 바로 119에 신고하셔야 됩니더.","아닙니더. 코피가 날 때 고개를 뒤로 젖히면 피가 목으로 넘어가서 위험할 수 있거든예. 대신 고개를 앞으로 살짝 숙이고, 엄지랑 검지로 콧방울의 말랑한 부분을 10분 이상 지그시 눌러 보이소. 만약 20분이 지나도 피가 안 멈추거나 어지럼증이 느껴지시면 바로 119에 신고해야 합니더.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_056,safety_fall_medical,약을 먹었는지 기억이 안 나는데 한 번 더 먹어도 될까요?,약을 한 번 더 드시면 위험할 수 있습니더. 약 달력이나 약통에 오늘 드실 약이 남아있는지 먼저 확인해 보이소. 만약 확인이 어려우시면 이번에는 건너뛰고 다음 복용 시간에 맞춰 드시는 기 안전합니다.,"약을 한 번 더 드시면 위험할 수 있으니까, 약 달력이나 약통에 오늘 드실 약이 남아있는지 먼저 확인해 보세요. 만약 확인이 어려우시면 이번에는 건너뛰고 다음 복용 시간에 맞춰 드시는 게 안전합니더.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_057,safety_fall_medical,"저기예, 계단에서 머리를 부딪힌 뒤 어지럽다고 해요. 어떻게 해야 하나요?","어르신, 머리 찧고 나서 어지러운 증상은 위험할 수 있거든요. 바로 119에 신고해가 응급 의료진 도움을 받으시는 게 가장 안전합니더. 구급차가 도착할 때까지는 환자를 편안한 자세로 눕히고 함부로 움직이지 않도록 해주세요.","어르신, 머리 부딪히고 나서 어지러운 증상은 위험할 수 있습니다. 바로 119에 신고해서 응급 의료진의 도움을 받으시는 게 가장 안전합니다. 구급차가 올 때까지는 환자를 편안한 자세로 눕히고 함부로 움직이지 않게 해 주이소.",필수-내용·말투,,
현대 부산 존댓말,gs_p100_058,safety_fall_medical,"있잖아예, 음식을 먹다가 목에 걸린 것처럼 말을 못 해요. 어떻게 해야 하나요?","음식이 목에 걸려가 숨쉬기 어렵고 말을 못 하는 거는 마이 위급한 상황이라서, 바로 119에 신고부터 하셔야 됩니더. 구급대원이 오기 전까지, 환자 등 뒤에 서가 배꼽하고 명치 중간을 주먹으로 감싸고 위로 강하게 밀어 올리는 '하임리히법'을 반복해서 시도해 보이소.",,필수-내용·말투,,
현대 부산 존댓말,gs_p100_059,sensor_uncertainty,그라모 지금 방 안 온도가 몇 도인가요?,"죄송합니더만, 제가 실제 공간의 온도를 잴 수가 없어가 정확한 온도를 알려드리긴 어렵습니다. 방에 있는 온도계나 보일러 온도 조절기를 확인해 보시면 지금 온도를 알 수 있을 겁니더.",,필수-내용·말투,,
현대 부산 존댓말,gs_p100_061,sensor_uncertainty,제가 오늘 몇 걸음 걸었는지 알려주세요.,"죄송합니더. 제가 어르신 걸음 수를 직접 확인할 수는 없는데예, 스마트폰에 있는 건강 앱이나 만보기 앱을 열어보시면 오늘 걸으신 횟수를 확인하실 수 있습니더.",,필수-내용·말투,,
